rating,date,variation,verified_reviews,feedback,review_length,new_reviews,sentiment
5,26-Jul-18,White  Plus,"I love my echo plus. I use it with my Spotify account, to find my phone, make phone calls,  turn our lights off and on, much more. Most importantly it reads story to my children.  They love it and that makes me happy.",1,217,love echo plus use spotify account find phone make phone call turn light much importantly read story child love make happy,positive
5,26-Jul-18,Black  Plus,Excellent why didn’t I think it is in the beginning I love it,1,61,excellent do not think begin love,positive
5,26-Jul-18,Black  Plus,"Bye bye Philips hub and expensive monthly internet charge!  Took a little tinkering, had to rest the individual bulbs, but works great! No more, &#34;Philips hue bridge is not responding&#34; message.",1,200,bye bye philips hub expensive monthly internet charge take little tinkering rest individual bulb work great 34philips hue bridge responding34 message,positive
5,26-Jul-18,Black  Plus,"Works great! Exactly as described. Only complaint I have is sometimes Alexa gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.",1,232,work great exactly describe complaint sometimes alexa get confused smart home product name go back change stuff around chalk inexperience smart home stuff,positive
5,26-Jul-18,White  Plus,I love it. Use it mostly for the music huge repertoire to choose from,1,69,love use mostly music huge repertoire choose,positive
5,26-Jul-18,Black  Plus,Very easy to hook up. Download the app and it walks you through the setup,1,73,easy hook download app walk setup,positive
1,26-Jul-18,Black  Plus,"I am so disappointed in this product.  I tried to install two different units and neither one of them were successfully completed.  Hours with Amazon technicians.. resetting each of them.  The app didn't connect the Echo Plus to the internet connection.  Tried using the application on a phone, a tablet and on a Chromebook... No luck.  There are no clean directions on the application.  Probably sending this back to Amazon..mark this as Not ready for prime time.",0,464,disappointed product try install two different unit neither one successfully complete hour amazon technician reset app do not connect echo plus internet connection try use application phone tablet chromebook luck clean direction application probably send back amazonmark ready prime time,negative
5,26-Jul-18,Black  Plus,Well behaved device that i enjoy using.,1,39,well behaved device enjoy use,positive
5,26-Jul-18,Black  Plus,Easy setup and sound quality.,1,29,easy setup sound quality,positive
5,26-Jul-18,Black  Plus,I really love the hub feature,1,29,really love hub feature,positive
5,26-Jul-18,White  Plus,What a blast!  We love Echo...  Just learning all the tricks but lots of fun and helpful too!,1,93,blast love echo learn trick lot fun helpful,positive
5,26-Jul-18,White  Plus,Love this!,1,10,love,positive
5,26-Jul-18,Black  Plus,"Great sound quality, works well with smart home devices",1,55,great sound quality work well smart home device,positive
5,26-Jul-18,Black  Plus,Use way more often than we used our Google Home.,1,48,use way often use google home,positive
3,26-Jul-18,Black  Plus,"Mic hears everything but only understands about half the first time, it often takes multiple tries until it gives the correct result.",1,133,mic hear everything understand half first time often take multiple try give correct result,negative
4,26-Jul-18,Black  Plus,"Nice add on to a home.What I don't like are the limitations, for example world soccer. It won't give you much info of sport teams other than American.",1,150,nice add homewhat do not like limitation example world soccer will not give much info sport team american,positive
5,26-Jul-18,Black  Plus,"I was a little apprehensive about buying this because I saw reviews saying it sounds like crap. I'm no audiophile by any means so maybe it's that, but I think it sounds great considering the size. It fills my living room with sound and gets pretty loud while remaining clear. I haven't had any issues pairing with my devices or utilizing any of the voice commands. I have it paired to an EcoBee3, my Firestick, and a Phillip's Hue light bulb. I plan on adding devices as I go. I love this thing and I'm glad I scooped it up! I have only had it around 2 weeks. Will update if I run into issues.",1,593,little apprehensive buying see review say sound like crap -PRON- be audiophile mean maybe think sound great considering size fill living room sound get pretty loud remain clear have not issue pair device utilize voice command pair ecobee3 firestick phillips hue light bulb plan add device go love thing -PRON- be glad scoop around 2 week update run issue,positive
4,26-Jul-18,Black  Plus,I love my Echo Plus. The only drawback is that there is no battery so it has to be plugged in at all times which makes it inconvenient  to use outdoors.,1,152,love echo plus drawback battery plug time make inconvenient use outdoors,positive
5,26-Jul-18,White  Plus,"Great device, my grandkids had a ball setting it up for me!",1,59,great device grandkid ball setting,positive
1,26-Jul-18,White  Plus,The alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work. I was not aware of that.  Disappointed,0,168,alexa awesome rcieve light buld know u need another adapter light buld work aware disappointed,negative
5,26-Jul-18,Black  Plus,"The Echo Plus is great! So easy to set up and with the built in hub, it connects to other Alexa devices with a mere verbal command. I am 62 and not super techno knowledgable but this was easy for me. Have my lights integrated with Alexa and now looking at security cameras and locks. Definitely recommend the Echo Plus!",1,319,echo plus great easy set build hub connect alexa device mere verbal command 62 super techno knowledgable easy light integrate alexa look security camera lock definitely recommend echo plus,positive
5,26-Jul-18,Black  Plus,Works as advertised! It says Alexa is always learning. That's great because I am just learning all the things Alexa can do.,1,123,works advertise say alexa always learn that s great learn thing alexa,positive
